Sun 332946.0 0.0 0.0 0.0 0.0 0.0 0.0
Earth 1.0 0.6399698132891943 -0.7877070618569643 -0.0001395290613672816 0.01306593196588963 0.01078856895732095 2.355555290048782e-06
